Material_ID,Formula,element_A,element_Aprime,element_B,element_Bprime,Formation_Energy_eV_atom,Energy_Above_Hull_eV,Band_Gap_eV,Total_Magnetization_uB,Volume_A3,Density_g_cm3,Space_Group_Symbol,Space_Group_Number,EN_A,EN_Aprime,EN_B,EN_Bprime,EN_O,EN_avg,Shannon_A,Shannon_Aprime,Shannon_B,Shannon_Bprime,Tolerance_Factor,Octahedral_Mismatch,Val_A,Val_Aprime,Val_B,Val_Bprime,Val_avg,Total_A_Charge,Group_B,Group_Bprime,Sum_Ox_B_Bprime,Ox_B,Ox_Bprime,d_electrons_B,d_electrons_Bprime,Total_d_electrons,Spin_Proxy_Distance,HS_moment_B,HS_moment_Bprime,Total_HS_FM,Total_HS_FiM,d_AO,d_BO,d_BprimeO,d_avg,E_GNN,M_net,M_abs,material_id
mp-1096778,Ba2VFeO6,Ba,Ba,V,Fe,-0.39519049575123333,2.2662542846968217,0.024521603961112293,1.8549640556027436,180.45811889062844,4.05408927221472,Fm-3m,227.47924591622873,0.8904873535190946,0.8886880666438959,1.638060243737251,1.8533425813460984,3.4285128729709977,1.7347898282797227,1.7898054871636995,1.3530849831162564,0.7890185904912557,0.4536355230750222,0.9621720877561987,-1704.5724983652854,1.9407714594700152,1.9689346152260367,4.800670681006526,8.021124483448341,6.522675720407079,3.9811966640956356,4.929587735937399,7.834512018676899,7.972105087024032,3.193557206362414,4.743209235869454,1.7611214117106586,3.399778979541784,4.884029561211028,-0.1543738688334323,1.9102446700365159,3.224613993924453,5.068418152825805,1.507394436068487,2.7254922340155336,2.188631987166414,1.87589082425914,2.2031274829190433,-0.4381473008329026,0.8633119799919973,6.218636123169549,mp-ood-15
mp-1523371,Sr2HfWO6,Sr,Sr,Hf,W,-3.1177732266345553,0.10246071776573908,0.024642468753901612,2.326577439121863,147.19227189662647,7.637680472301971,Fm-3m,220.16954483095165,0.9484999453250355,0.9571369655120441,1.2865396910924594,1.703364529566888,3.4443803981930756,1.4880197717034644,1.2094942957398183,1.2565816863946917,0.7124299026158971,0.5830187553232546,0.8728647348101327,1802.0110320781016,2.0486776216165934,2.004117364538436,4.105465502305251,6.073467271335579,5.0446602905321045,4.0159259375169,4.115580538795681,5.867963730353704,7.9699075645947115,3.471830752347616,4.482495205544886,0.45390471013991307,1.6592923501433554,2.2159946044768,2.883270255394798,0.4684976773577473,1.5317743897716332,2.0184740370738203,1.0663706597641989,2.6343230273898386,2.1349788434002592,2.2875928156692966,2.12080134334374,-3.144404858856331,2.6179270481081875,1.8546604214013294,mp-ood-16
mp-1190108,Sr2TaInO6,Sr,Sr,Ta,In,-3.105130634410632,0.028450080705098843,4.099027773995897,0.015617431476852689,269.6900995619972,6.707259701539348,P2_1/c,6.710039774032337,0.9536131404313466,0.9349777861312913,1.518675141388719,1.8154866032104586,3.4468028794353125,1.6379660016759179,1.143454585066328,1.5143248815353862,0.7302021611998478,0.6865489754471776,0.8368225927125097,-1204.6550590001184,2.0081533606720163,2.028664274816051,5.037823293066924,3.0666150080863583,3.8768582142114596,3.915162623716111,5.106713666977723,13.078018049992206,8.005523624640603,2.029105934546143,5.996262276669413,3.092363294665703,7.0582026640662185,9.400898235965292,5.21417927881112,2.9953060852856384,3.0281842889256314,5.914711846689256,-0.06345649385998642,2.537776257229285,2.1082892380502183,2.2420564621437657,2.2031991563162032,-3.0939593835708443,-0.24963464478379987,6.461992951041169,mp-ood-17
mp-1218846,Sr2CoRuO6,Sr,Sr,Co,Ru,-2.1172297230180326,0.029373421911734563,-0.1347946861356091,4.793046396171238,130.1284361028672,5.826043628427519,R-3,141.33068853050332,0.9398303391903455,0.9203619046452872,1.8731495010666535,2.186550148864927,3.442262917582423,2.057513134907714,1.2104728384699184,1.3670420544545654,0.6378441667395198,0.34288073134150904,0.865886046645319,16.684341086912017,2.018764249816137,2.0661721105904913,9.067342574880179,7.821135844911599,8.488957796852917,3.939672881186355,9.1979404965778,7.856621765684513,8.030541384870743,4.037233863680536,3.7479090218120095,4.727502784830644,4.473872708570013,9.051435655453922,4.006524635650187,4.782232634394575,4.280899911559643,8.967197595054026,0.5683373491588634,2.578991021656339,2.0547608811780833,2.215821490312127,2.163705403079126,-2.142829643196041,5.356716755336455,9.449236658410346,mp-ood-18
mp-1042969,TiZn(GeO3)2,Ge,Ge,Ti,Zn,-2.2773211055166156,0.07864258317479908,1.9690531386585803,-0.5497673581532926,549.6754735359495,4.277477134943517,P2_1/c,7.013785572936677,1.9926713282343704,2.0374488902343804,1.583232029487248,1.6572998885813335,3.429279252561901,1.58783735537599,0.508420503654393,1.0802168267236303,0.8455634304836123,0.6628291772559931,0.7723755361093978,2646.11594479554,1.9877768215811056,2.0073664441816486,4.0239684458449,12.142417489657591,8.05900713350811,3.9691165827646238,4.194887777958397,11.802927192740432,7.9774083070926425,1.9361955699288227,5.894756424860781,2.0292562186232033,6.282838661345514,8.112544979413213,3.080348060202206,1.989731780643114,4.157371076460455,5.855308250422464,2.0631551900660035,2.496347942616155,2.247187417327992,2.0617267202729,2.2716339938111463,-2.262005977723088,-0.1905655016589799,6.4534042836865995,mp-ood-19
mp-1205611,Ba2UCrO6,Ba,Ba,U,Cr,-3.255060139137178,-0.0026045977789623826,1.1101286194348279,2.2134813606087915,158.72973909430243,7.239022395370286,Fm-3m,231.59586587455647,0.9237544083870649,0.8887548152459809,1.7200969878135162,1.6238994208886588,3.4520575300279615,1.695120455212931,1.276410843531067,1.511144951009148,1.0280343350796441,0.626369414196281,0.9298198625669452,-425.62338374196054,1.9878066097775922,1.9585495631573255,3.8812075526698115,5.996814284428604,4.941736001919423,4.03177284849229,4.062066574986468,5.905787004671147,7.969205969347176,3.467134267477676,4.501181144350777,0.560663737136264,1.4252466065178095,1.9073955472574518,3.0350368579711304,0.458444688105384,1.4096758697818794,1.9451686180352035,0.9948400616029842,2.5239274576265895,2.430791251468669,2.2832005670102227,2.4716131816137277,-3.277269691168924,1.6262328945857265,1.452289602006319,mp-ood-20
mp-1205674,Ba2ScOsO6,Ba,Ba,Sc,Os,-2.902724774821864,0.009040611184207192,-0.011938796859383472,2.3349427798959512,134.2687196401682,7.149591843169833,Fm-3m,225.5599386817512,0.8760472857156522,0.8985923533928655,1.3950577821060883,2.2061537369438833,3.442757118410792,1.778192387198977,1.4001084831511126,1.2283202052971274,0.7329145007788865,0.6416595082574635,0.9252632758143711,-820.3838691118636,2.0438009794517273,1.9888741164797417,2.9804299636525338,8.082532324784953,5.428582228045535,4.029752015310271,3.1796634922627605,7.79250542581019,7.9291439730759405,2.8191742257055767,5.287961493403995,0.2696834625720972,2.885969444753912,3.128623240353958,2.292009036957794,0.2891938017019529,2.7418077566676033,3.062032713382408,2.5367903811836356,2.884515493776948,2.140551019816217,1.9398286414861683,2.1476894870948358,-2.8951479706441337,2.3777577905762426,3.426479525210666,mp-ood-21
mp-1080023,MoOs(PbO3)2,Pb,Pb,Mo,Os,-1.5577484120936334,0.14189020131535268,-0.10706990050255846,-0.6590424459670104,132.1294219918117,9.710001110739197,Fm-3m,223.64597306193076,1.782069733133405,1.7948209086653115,2.1541824503372373,2.1672521329737937,3.435385127037332,2.170120306555531,1.5561422402690686,1.0434839501611504,0.6709818455444915,0.3387615292181039,0.8769630034709924,-1126.2494481951694,2.0055555706086503,1.9734772890322307,6.0096993445795315,8.103782222051112,6.994605165027312,3.980650763778178,6.075514400496965,8.127782018826563,8.062987062390782,3.472977769460823,4.506721547992126,2.4881343915709278,3.435401902515832,6.309814941281147,1.1436370503868059,2.4218081869169765,3.530307942906744,6.077034740080171,0.9641230075139622,2.462915258754971,2.0881360361265346,2.1660152687575893,1.949670129619863,-1.531517582450923,0.7672811825650977,6.300152033643308,mp-ood-22
mp-1228310,Ba2TbNbO6,Ba,Ba,Tb,Nb,-3.4168388523863262,0.013842290845846034,2.8597764984901266,0.788495997682578,153.52546669059117,6.591561513071601,Fm-3m,224.29530581748696,0.9068803055916652,0.9008704383189332,1.5025055770655353,1.5992921410847531,3.4350436784274763,1.562149551479981,1.558291481144268,1.3383665115460766,0.9393605356228146,0.8203878959735906,0.8697445641246345,1319.7839214079172,2.0049960068219117,2.0169431950536363,4.042678456168167,4.936245735531039,4.647542982205054,4.059951648815023,4.092862860681849,4.992596582128722,7.960403936875579,3.8329680569560822,4.112409262396397,0.36632039186541177,0.8880956664947084,1.3250723911008553,4.231729169804256,0.2593691996630627,0.8109087200140521,0.7928675116596552,0.5171680928490607,2.73966141084197,2.316971027717461,2.091737906240114,2.4453798290356286,-3.466385969336935,-0.6610046508814288,1.7007168571656286,mp-ood-23
mp-1084749,TiZn(BiO3)2,Bi,Bi,Ti,Zn,-1.9991366232111933,0.27857900309085265,0.036236530954746826,-0.1614790437598058,134.27391792139417,8.47451568668311,P4/mmm,118.66109161625894,1.8861573911331673,1.890117126156904,1.5552604145179771,1.6395987593305037,3.442045437432044,1.5914563590469697,1.0697161011777676,1.106396206895125,0.857182851033395,0.5384308918344209,0.7628525652752834,1408.284062370717,2.963587832593615,3.0001909962310043,4.123897867007298,11.682828173444587,8.058008284267252,5.930911985794673,4.071720913816262,12.02775279644626,6.009753267651316,0.9942612640133656,4.956107185533836,3.0938711619821904,7.075060644934792,9.929854954856946,4.871499200240576,2.9972365138789225,3.0907161948356325,5.96317467076451,-0.04325691385694523,2.2162805057926587,2.2674235111761094,2.186490941959023,2.257529972971398,-1.8868660408828293,0.5678481364118936,6.213114281334828,mp-ood-24
mp-1208858,Sr2DyBiO6,Sr,Sr,Dy,Bi,-2.854505607033944,-0.0014325051040921441,1.8428940881736449,-0.716033118155102,296.9911844873975,6.953696804684564,P2_1/c,7.097773074910326,0.9686848298460533,0.9500023504446186,1.2469235988257543,1.8954252318038989,3.4447527920013243,1.5534665185194578,1.0329881712142028,1.3873384421402513,1.0580449366337716,0.7405297752422395,0.7521956008763383,643.4974519875785,1.9580085550706243,2.0106155651211632,4.2324390125993965,4.948271363372184,4.4823701295795795,3.9245493015534927,3.865777949303077,14.97676623548083,8.02945290587297,1.1555091722341784,6.722483713847475,2.9621868030559177,8.164014940449373,10.926425563633828,6.072895101750448,2.80063175622616,1.7992173151451256,4.402942170946581,1.0076146587458779,2.4783139388190043,2.463588537278382,2.4052754260346334,2.5349349427290067,-2.8077414651373958,0.6981439409309036,5.270017013701797,mp-ood-25
mp-1523013,Ba2SmCrO6,Ba,Ba,Sm,Cr,-2.8176399379908346,0.15998242671890542,0.03661013504911242,0.8522228369166747,168.6510695464457,6.382483219506725,Fm-3m,233.30124940003478,0.894841092413626,0.9076425335242578,1.188491922890059,1.680140652265523,3.435371596481349,1.4008496384181384,1.2474948301185567,1.6343931792049289,0.9511784009408268,0.9467836630167249,0.9094231992500621,1394.4783663779865,2.0054457523056963,2.011481629948005,3.8803503848924383,5.817652354381837,4.95295553601791,4.035261864771291,3.9584829020962506,6.01066008240516,8.003595136034752,3.462376225194997,4.548894786305486,0.45960269266603554,1.4958574994702811,2.063630255834635,3.038742024555454,0.6111992494549326,1.5202753086275806,1.9783281962295485,0.9374896993162477,2.791377934071513,2.3433248709449774,2.14445818535325,2.2662006918906616,-2.8301364703757774,1.2252881437886718,2.157936346765045,mp-ood-26
mp-1205886,Ba2PuPaO6,Ba,Ba,Pu,Pa,-3.473213907109852,0.0169830894681163,-0.06006110245006647,4.770071572664494,185.29602308891268,7.764256872326723,Fm-3m,222.668558901228,0.8778802567316026,0.8764712497067138,1.3092416976880812,1.5047421644022025,3.4371644785114888,1.3970450356823976,1.5676026105630556,1.361441552043409,0.9851142412469148,1.0560446840483275,0.7887063405394625,2801.0174874173836,1.974174570328186,2.0056084496699427,3.990864337119979,4.021866464730681,4.146490855064224,3.939623665266553,3.9438146793164535,3.8630002618974983,8.023249420218328,3.9471463884821913,4.045428208822434,0.24830582340470767,-0.07988851652540624,-0.3294516216136796,4.989240972126411,0.024157635903134658,0.06703505083881936,0.010993687537490077,-0.02710203377526544,2.9319793543368013,2.402545356512501,2.440040086699762,2.308716942614605,-3.5276699317011455,5.411519330059807,5.083709372848435,mp-ood-27
mp-1329037,Mg2AgSbO6,Mg,Mg,Ag,Sb,-1.9171027247327532,0.1236141610159131,0.0319018969361573,0.5615298102800629,218.50343569648007,5.2296079010095795,P2_1/m,4.890851247137567,1.3195859391521558,1.2927500542815804,1.9401663526764352,2.0326426385364416,3.435862177303406,2.005292274248062,0.6870792994448434,0.9928146848195342,1.1533518879132947,0.651405243206085,0.6237437084377633,355.4100390592741,2.018368866231411,1.9984248547362307,11.031037524784637,4.97423895995576,7.931834776386258,3.99437108587686,10.756530825487815,14.820459631089616,7.9039377873381635,2.9318525129004995,5.063590378610133,7.854723208439162,10.018880005834728,18.02192255034263,12.843242455256163,1.937874304492406,-0.042792262333402095,2.027395397754554,1.9764211903025781,2.026022134854244,2.570665268286457,2.1304454182322283,2.216850675644824,-1.9160785586001965,-0.3104339983901639,1.8255418538515051,mp-ood-28
mp-1218837,Sr2CoSbO6,Sr,Sr,Co,Sb,-2.3975291238981313,0.012151291051805927,0.618631821729203,-1.1698432200459665,254.22682000023204,5.78409700180667,C2/m,13.132714284700327,0.9455262243623646,0.943680824095008,1.8978686310429158,2.03369852244998,3.434762377657576,1.9642774707979405,1.301197796641409,1.353649342319135,0.6356615301082185,0.8010151150221794,0.8755492229183294,1526.369719379889,1.9854528442339718,1.9978601941645742,8.896963268768967,5.057389047790378,6.978787115393168,4.021630742661382,9.018825416372422,14.958468924930658,7.976549655744372,2.5009254550368625,5.528934050444829,6.479587366005117,9.381734222584736,15.998195831311376,10.66484878035027,3.550991914206194,0.5011498269897393,4.009302500248725,2.9431225480704652,2.466867161998108,2.03272258809974,2.2188236430931596,2.1689838308122935,-2.3811029262082477,0.005101582382931525,4.134506300453277,mp-ood-29
mp-1345395,Mg2VSbO6,Mg,Mg,V,Sb,-2.5160402732168916,0.06728891244731651,1.1992948539753048,4.431580623724113,219.93249449020396,4.952478917013313,P2_1/m,14.202643012898065,1.2922165131538796,1.3018690046126107,1.6552347971837005,2.0751191874395483,3.430859525034671,1.85356345622308,0.8890969478104341,0.8985725999445622,0.7928389406390124,0.8162715863471383,0.7268954473499692,-2145.7893504428457,2.0074320581099676,1.9625993667994261,5.20878417176788,4.863130586284213,5.086349709805859,3.9918594920713075,4.889063408995463,14.982425298352549,7.963341819288429,1.3976763622472261,6.385234031837562,3.487528624423271,8.545380524398507,11.926183693999464,6.848575640698789,3.4583440979365228,1.5294734864223978,5.006075628572965,1.9289960140284792,2.125391530500816,2.208629910468502,2.194554545928287,2.230716197880209,-2.5452987653061783,3.8721172954059275,4.900950072492297,mp-ood-30
